city,z,x,y,band,codec,raw_band_bytes,unpredicted_compressed_bytes,delta_compressed_bytes,delta_ratio
madrid,18,128372,98846,provenance,gzip6,262144,2091,2515,104.23220675944334
madrid,18,128372,98846,provenance,zstd3,262144,2316,2030,129.13497536945812
madrid,18,128372,98846,provenance,brotli5,262144,1041,1533,171.0006523157208
madrid,18,128373,98846,G,gzip6,262144,11652,9006,29.107705973795248
madrid,18,128373,98846,G,zstd3,262144,13673,13698,19.13739232004672
madrid,18,128373,98846,G,brotli5,262144,10372,8996,29.14006224988884
madrid,18,128373,98846,B,gzip6,262144,2824,3867,67.79001810188777
madrid,18,128373,98846,B,zstd3,262144,3005,3769,69.55266648978508
madrid,18,128373,98846,B,brotli5,262144,2082,2916,89.89849108367626
madrid,18,128373,98846,C0,gzip6,262144,913,868,302.00921658986175
madrid,18,128373,98846,C0,zstd3,262144,619,637,411.52904238618527
madrid,18,128373,98846,C0,brotli5,262144,457,503,521.1610337972166
madrid,18,128373,98846,C1,gzip6,262144,929,856,306.2429906542056
madrid,18,128373,98846,C1,zstd3,262144,600,631,415.4421553090333
madrid,18,128373,98846,C1,brotli5,262144,468,509,515.0176817288801
madrid,18,128373,98846,flags,gzip6,262144,2705,2967,88.35321873946748
madrid,18,128373,98846,flags,zstd3,262144,2868,3325,78.8403007518797
madrid,18,128373,98846,flags,brotli5,262144,1518,1845,142.08346883468835
madrid,18,128373,98846,provenance,gzip6,262144,2868,3839,68.28444907528002
madrid,18,128373,98846,provenance,zstd3,262144,2526,3539,74.07290194970331
madrid,18,128373,98846,provenance,brotli5,262144,1882,2744,95.533527696793
madrid,18,128374,98846,G,gzip6,262144,12090,10077,26.014091495484767
madrid,18,128374,98846,G,zstd3,262144,20675,14831,17.67540961499562
madrid,18,128374,98846,G,brotli5,262144,12033,11015,23.798819791193825
madrid,18,128374,98846,B,gzip6,262144,3468,4273,61.34893517435057
madrid,18,128374,98846,B,zstd3,262144,3906,4269,61.406418364956664
madrid,18,128374,98846,B,brotli5,262144,2518,3275,80.04396946564886
madrid,18,128374,98846,C0,gzip6,262144,733,739,354.7280108254398
madrid,18,128374,98846,C0,zstd3,262144,537,556,471.48201438848923
madrid,18,128374,98846,C0,brotli5,262144,389,426,615.3615023474179
madrid,18,128374,98846,C1,gzip6,262144,832,830,315.8361445783133
madrid,18,128374,98846,C1,zstd3,262144,621,638,410.88401253918494
madrid,18,128374,98846,C1,brotli5,262144,474,496,528.516129032258
madrid,18,128374,98846,flags,gzip6,262144,3050,3534,74.17770232031693
madrid,18,128374,98846,flags,zstd3,262144,3493,4348,60.29070837166513
madrid,18,128374,98846,flags,brotli5,262144,1890,2221,118.0297163439892
madrid,18,128374,98846,provenance,gzip6,262144,3501,4320,60.681481481481484
madrid,18,128374,98846,provenance,zstd3,262144,3822,4129,63.48849600387503
madrid,18,128374,98846,provenance,brotli5,262144,2336,3074,85.27781392322707
madrid,18,128375,98846,G,gzip6,262144,12735,9331,28.093880613010395
madrid,18,128375,98846,G,zstd3,262144,21533,14827,17.680178053550954
madrid,18,128375,98846,G,brotli5,262144,12474,11023,23.781547673047264
madrid,18,128375,98846,B,gzip6,262144,3120,3667,71.48731933460594
madrid,18,128375,98846,B,zstd3,262144,3351,3210,81.66479750778817
madrid,18,128375,98846,B,brotli5,262144,1772,2421,108.2792234613796
madrid,18,128375,98846,C0,gzip6,262144,690,741,353.77058029689607
madrid,18,128375,98846,C0,zstd3,262144,497,529,495.54631379962194
madrid,18,128375,98846,C0,brotli5,262144,387,402,652.0995024875622
madrid,18,128375,98846,C1,gzip6,262144,706,744,352.3440860215054
madrid,18,128375,98846,C1,zstd3,262144,524,522,502.191570881226
madrid,18,128375,98846,C1,brotli5,262144,399,404,648.8712871287129
madrid,18,128375,98846,flags,gzip6,262144,2719,2780,94.29640287769784
madrid,18,128375,98846,flags,zstd3,262144,3115,3345,78.36890881913304
madrid,18,128375,98846,flags,brotli5,262144,1333,1450,180.78896551724137
madrid,18,128375,98846,provenance,gzip6,262144,3142,3670,71.42888283378747
madrid,18,128375,98846,provenance,zstd3,262144,3436,3358,78.06551518761168
madrid,18,128375,98846,provenance,brotli5,262144,1650,2271,115.43108762659621
madrid,18,128376,98846,G,gzip6,262144,10926,10216,25.660140955364135
madrid,18,128376,98846,G,zstd3,262144,18470,14517,18.057725425363365
madrid,18,128376,98846,G,brotli5,262144,10148,11101,23.61444914872534
madrid,18,128376,98846,B,gzip6,262144,3403,4109,63.797517644195665
madrid,18,128376,98846,B,zstd3,262144,3988,3680,71.23478260869565
madrid,18,128376,98846,B,brotli5,262144,2054,2722,96.30565760470242
madrid,18,128376,98846,C0,gzip6,262144,2452,2048,128.0
madrid,18,128376,98846,C0,zstd3,262144,2010,1887,138.92103868574458
madrid,18,128376,98846,C0,brotli5,262144,1578,1397,187.64781675017895
madrid,18,128376,98846,C1,gzip6,262144,2452,1976,132.66396761133603
madrid,18,128376,98846,C1,zstd3,262144,1969,1742,150.48450057405282
madrid,18,128376,98846,C1,brotli5,262144,1574,1388,188.86455331412103
madrid,18,128376,98846,flags,gzip6,262144,3218,3250,80.65969230769231
madrid,18,128376,98846,flags,zstd3,262144,4425,4336,60.457564575645755
madrid,18,128376,98846,flags,brotli5,262144,1444,1876,139.73560767590618
madrid,18,128376,98846,provenance,gzip6,262144,3568,4202,62.38553069966682
madrid,18,128376,98846,provenance,zstd3,262144,4001,3660,71.624043715847
madrid,18,128376,98846,provenance,brotli5,262144,1924,2684,97.66915052160954
kent,18,42061,91792,G,gzip6,262144,5961,6904,37.96987253765933
kent,18,42061,91792,G,zstd3,262144,7404,10204,25.69031752254018
kent,18,42061,91792,G,brotli5,262144,4671,7765,33.759690920798455
kent,18,42061,91792,B,gzip6,262144,1124,947,276.81520591341075
kent,18,42061,91792,B,zstd3,262144,799,465,563.7505376344086
kent,18,42061,91792,B,brotli5,262144,199,278,942.9640287769785
kent,18,42061,91792,C0,gzip6,262144,3466,3793,69.11257579752176
kent,18,42061,91792,C0,zstd3,262144,3131,3447,76.0498984624311
kent,18,42061,91792,C0,brotli5,262144,2411,2807,93.38938368364802
kent,18,42061,91792,C1,gzip6,262144,3467,3802,68.94897422409258
kent,18,42061,91792,C1,zstd3,262144,3093,3337,78.55678753371292
kent,18,42061,91792,C1,brotli5,262144,2433,2728,96.09384164222874
kent,18,42061,91792,flags,gzip6,262144,2060,2090,125.42775119617225
kent,18,42061,91792,flags,zstd3,262144,1720,2249,116.56024899955536
kent,18,42061,91792,flags,brotli5,262144,549,725,361.57793103448273
kent,18,42061,91792,provenance,gzip6,262144,1813,1756,149.28473804100227
kent,18,42061,91792,provenance,zstd3,262144,1528,1514,173.14663143989432
kent,18,42061,91792,provenance,brotli5,262144,559,727,360.58321870701513
kent,18,42062,91792,G,gzip6,262144,6189,7045,37.20993612491129
kent,18,42062,91792,G,zstd3,262144,8843,10428,25.138473341004985
kent,18,42062,91792,G,brotli5,262144,5143,8738,30.0004577706569
kent,18,42062,91792,B,gzip6,262144,1103,1112,235.74100719424462
kent,18,42062,91792,B,zstd3,262144,861,752,348.59574468085106
kent,18,42062,91792,B,brotli5,262144,336,405,647.2691358024691
kent,18,42062,91792,C0,gzip6,262144,3098,3508,74.72748004561004
kent,18,42062,91792,C0,zstd3,262144,2855,3087,84.91869128603823
kent,18,42062,91792,C0,brotli5,262144,2191,2479,105.74586526825333
kent,18,42062,91792,C1,gzip6,262144,3138,3615,72.51562932226832
kent,18,42062,91792,C1,zstd3,262144,2940,3011,87.06210561275324
kent,18,42062,91792,C1,brotli5,262144,2240,2458,106.6493083807974
kent,18,42062,91792,flags,gzip6,262144,1946,2109,124.2977714556662
kent,18,42062,91792,flags,zstd3,262144,2072,2267,115.63475959417732
kent,18,42062,91792,flags,brotli5,262144,1137,923,284.0130010834236
kent,18,42062,91792,provenance,gzip6,262144,1982,1942,134.98661174047373
kent,18,42062,91792,provenance,zstd3,262144,2127,2082,125.90970220941402
kent,18,42062,91792,provenance,brotli5,262144,1158,905,289.6618784530387
kent,18,42063,91792,G,gzip6,262144,7001,7696,34.062370062370064
kent,18,42063,91792,G,zstd3,262144,10110,11667,22.468843747321504
kent,18,42063,91792,G,brotli5,262144,5701,9172,28.580898386393372
kent,18,42063,91792,B,gzip6,262144,1096,945,277.4010582010582
kent,18,42063,91792,B,zstd3,262144,706,373,702.798927613941
kent,18,42063,91792,B,brotli5,262144,248,298,879.6778523489933
kent,18,42063,91792,C0,gzip6,262144,5173,5367,48.84367430594373
kent,18,42063,91792,C0,zstd3,262144,4803,5024,52.17834394904459
kent,18,42063,91792,C0,brotli5,262144,3735,4125,63.550060606060605
kent,18,42063,91792,C1,gzip6,262144,5202,5588,46.91195418754474
kent,18,42063,91792,C1,zstd3,262144,4851,4903,53.46604119926575
kent,18,42063,91792,C1,brotli5,262144,3764,4058,64.59931000492854
kent,18,42063,91792,flags,gzip6,262144,1971,2079,126.0913900913901
kent,18,42063,91792,flags,zstd3,262144,1818,2866,91.46685275645498
kent,18,42063,91792,flags,brotli5,262144,920,921,284.6297502714441
kent,18,42063,91792,provenance,gzip6,262144,2063,1921,136.46225923997918
kent,18,42063,91792,provenance,zstd3,262144,2150,2430,107.87818930041152
kent,18,42063,91792,provenance,brotli5,262144,1089,905,289.6618784530387
kent,18,42064,91792,G,gzip6,262144,7618,8530,30.73200468933177
kent,18,42064,91792,G,zstd3,262144,10566,13288,19.72787477423239
kent,18,42064,91792,G,brotli5,262144,6318,10509,24.94471405461985
kent,18,42064,91792,B,gzip6,262144,620,551,475.7604355716878
kent,18,42064,91792,B,zstd3,262144,346,366,716.24043715847
kent,18,42064,91792,B,brotli5,262144,109,150,1747.6266666666668
kent,18,42064,91792,C0,gzip6,262144,7769,7469,35.09760342750033
kent,18,42064,91792,C0,zstd3,262144,7140,7388,35.48240389821332
kent,18,42064,91792,C0,brotli5,262144,5825,6180,42.41812297734628
kent,18,42064,91792,C1,gzip6,262144,7810,7589,34.54262748715246
kent,18,42064,91792,C1,zstd3,262144,7031,7112,36.85939257592801
kent,18,42064,91792,C1,brotli5,262144,5820,6011,43.610713691565465
kent,18,42064,91792,flags,gzip6,262144,2300,2082,125.90970220941402
kent,18,42064,91792,flags,zstd3,262144,2679,2450,106.99755102040817
kent,18,42064,91792,flags,brotli5,262144,579,763,343.57011795543906
kent,18,42064,91792,provenance,gzip6,262144,2250,2034,128.8810226155359
kent,18,42064,91792,provenance,zstd3,262144,1827,2536,103.36908517350157
kent,18,42064,91792,provenance,brotli5,262144,581,754,347.6710875331565
kent,18,42065,91792,G,gzip6,262144,7101,7852,33.38563423331635
kent,18,42065,91792,G,zstd3,262144,9112,13059,20.07381882226817
kent,18,42065,91792,G,brotli5,262144,5456,9866,26.570443948915468
kent,18,42065,91792,B,gzip6,262144,1337,1079,242.95088044485635
kent,18,42065,91792,B,zstd3,262144,1090,413,634.7312348668281
kent,18,42065,91792,B,brotli5,262144,201,269,974.5130111524163
kent,18,42065,91792,C0,gzip6,262144,2953,3291,79.6548161652993
kent,18,42065,91792,C0,zstd3,262144,2607,2821,92.92591279688054
kent,18,42065,91792,C0,brotli5,262144,1943,2285,114.7238512035011
kent,18,42065,91792,C1,gzip6,262144,2935,3342,78.4392579293836
kent,18,42065,91792,C1,zstd3,262144,2679,2750,95.3250909090909
kent,18,42065,91792,C1,brotli5,262144,1968,2202,119.04813805631244
kent,18,42065,91792,flags,gzip6,262144,1741,1929,135.89631933644375
kent,18,42065,91792,flags,zstd3,262144,1506,2225,117.81752808988765
kent,18,42065,91792,flags,brotli5,262144,424,555,472.33153153153154
kent,18,42065,91792,provenance,gzip6,262144,1644,1648,159.06796116504853
kent,18,42065,91792,provenance,zstd3,262144,2283,1557,168.36480411046884
kent,18,42065,91792,provenance,brotli5,262144,643,573,457.4938917975567
kent,18,42061,91793,G,gzip6,262144,7419,8107,32.335512520044404
kent,18,42061,91793,G,zstd3,262144,9261,11868,22.08830468486687
kent,18,42061,91793,G,brotli5,262144,6277,9500,27.594105263157896
kent,18,42061,91793,B,gzip6,262144,1005,915,286.496174863388
kent,18,42061,91793,B,zstd3,262144,955,455,576.1406593406593
kent,18,42061,91793,B,brotli5,262144,158,234,1120.2735042735044
kent,18,42061,91793,C0,gzip6,262144,4196,4476,58.56657730116175
kent,18,42061,91793,C0,zstd3,262144,3945,4097,63.98437881376617
kent,18,42061,91793,C0,brotli5,262144,3061,3340,78.48622754491018
kent,18,42061,91793,C1,gzip6,262144,4155,4463,58.73717230562402
kent,18,42061,91793,C1,zstd3,262144,3989,3951,66.34877246266768
kent,18,42061,91793,C1,brotli5,262144,3095,3182,82.38340666247643
kent,18,42061,91793,flags,gzip6,262144,1952,2016,130.03174603174602
kent,18,42061,91793,flags,zstd3,262144,2116,1980,132.3959595959596
kent,18,42061,91793,flags,brotli5,262144,792,705,371.8354609929078
kent,18,42061,91793,provenance,gzip6,262144,1918,1868,140.33404710920772
kent,18,42061,91793,provenance,zstd3,262144,2112,1650,158.87515151515152
kent,18,42061,91793,provenance,brotli5,262144,754,708,370.2598870056497
kent,18,42062,91793,G,gzip6,262144,7546,8254,31.759631693724256
kent,18,42062,91793,G,zstd3,262144,11251,12069,21.720440798740576
kent,18,42062,91793,G,brotli5,262144,6425,9816,26.705786471067643
kent,18,42062,91793,B,gzip6,262144,1223,1457,179.920384351407
kent,18,42062,91793,B,zstd3,262144,818,491,533.8981670061099
kent,18,42062,91793,B,brotli5,262144,229,333,787.2192192192192
kent,18,42062,91793,C0,gzip6,262144,2306,2540,103.20629921259842
kent,18,42062,91793,C0,zstd3,262144,1948,2156,121.58812615955473
kent,18,42062,91793,C0,brotli5,262144,1555,1750,149.79657142857144
kent,18,42062,91793,C1,gzip6,262144,2361,2577,101.72448583624369
kent,18,42062,91793,C1,zstd3,262144,2099,2123,123.47809703250118
kent,18,42062,91793,C1,brotli5,262144,1597,1730,151.52832369942197
kent,18,42062,91793,flags,gzip6,262144,1799,1977,132.59686393525544
kent,18,42062,91793,flags,zstd3,262144,1085,1437,182.42449547668755
kent,18,42062,91793,flags,brotli5,262144,543,600,436.9066666666667
kent,18,42062,91793,provenance,gzip6,262144,1748,1957,133.951967296883
kent,18,42062,91793,provenance,zstd3,262144,1460,1259,208.21604447974582
kent,18,42062,91793,provenance,brotli5,262144,582,606,432.5808580858086
kent,18,42063,91793,G,gzip6,262144,6599,7456,35.1587982832618
kent,18,42063,91793,G,zstd3,262144,9208,10772,24.33568510954326
kent,18,42063,91793,G,brotli5,262144,5217,8807,29.765413875326445
kent,18,42063,91793,B,gzip6,262144,1451,1417,184.99929428369796
kent,18,42063,91793,B,zstd3,262144,1216,622,421.4533762057878
kent,18,42063,91793,B,brotli5,262144,342,470,557.7531914893617
kent,18,42063,91793,C0,gzip6,262144,3958,4025,65.12894409937888
kent,18,42063,91793,C0,zstd3,262144,3550,3730,70.27989276139411
kent,18,42063,91793,C0,brotli5,262144,2805,3069,85.41674812642555
kent,18,42063,91793,C1,gzip6,262144,3983,4134,63.41170778906628
kent,18,42063,91793,C1,zstd3,262144,3727,3605,72.71678224687933
kent,18,42063,91793,C1,brotli5,262144,2819,3025,86.65917355371901
kent,18,42063,91793,flags,gzip6,262144,2001,2197,119.3190714610833
kent,18,42063,91793,flags,zstd3,262144,2523,1878,139.58679446219384
kent,18,42063,91793,flags,brotli5,262144,782,909,288.3872387238724
kent,18,42063,91793,provenance,gzip6,262144,2078,2162,121.25069380203516
kent,18,42063,91793,provenance,zstd3,262144,2536,1843,142.23765599565925
kent,18,42063,91793,provenance,brotli5,262144,792,915,286.496174863388
kent,18,42064,91793,G,gzip6,262144,6505,7391,35.468001623596265
kent,18,42064,91793,G,zstd3,262144,8323,11115,23.584705353126406
kent,18,42064,91793,G,brotli5,262144,5032,8886,29.500787756020706
kent,18,42064,91793,B,gzip6,262144,566,520,504.12307692307695
kent,18,42064,91793,B,zstd3,262144,391,160,1638.4
kent,18,42064,91793,B,brotli5,262144,96,120,2184.5333333333333
kent,18,42064,91793,C0,gzip6,262144,9905,9541,27.475526674352793
kent,18,42064,91793,C0,zstd3,262144,9218,9665,27.123021210553542
kent,18,42064,91793,C0,brotli5,262144,7498,7921,33.09481126120439
kent,18,42064,91793,C1,gzip6,262144,10004,10051,26.081384936822207
kent,18,42064,91793,C1,zstd3,262144,9551,9415,27.84322889006904
kent,18,42064,91793,C1,brotli5,262144,7667,7765,33.759690920798455
kent,18,42064,91793,flags,gzip6,262144,2793,2699,97.12634309003334
kent,18,42064,91793,flags,zstd3,262144,2689,3466,75.63300634737449
kent,18,42064,91793,flags,brotli5,262144,906,893,293.55431131019037
kent,18,42064,91793,provenance,gzip6,262144,2985,2636,99.44764795144158
kent,18,42064,91793,provenance,zstd3,262144,3776,3258,80.46163290362185
kent,18,42064,91793,provenance,brotli5,262144,1327,868,302.00921658986175
kent,18,42065,91793,G,gzip6,262144,6738,7562,34.665961385876756
kent,18,42065,91793,G,zstd3,262144,7992,11166,23.476983700519433
kent,18,42065,91793,G,brotli5,262144,5444,8956,29.270209915140686
kent,18,42065,91793,B,gzip6,262144,1154,1112,235.74100719424462
kent,18,42065,91793,B,zstd3,262144,929,470,557.7531914893617
kent,18,42065,91793,B,brotli5,262144,216,293,894.6894197952219
kent,18,42065,91793,C0,gzip6,262144,3279,3616,72.49557522123894
kent,18,42065,91793,C0,zstd3,262144,3044,3254,80.56054087277197
kent,18,42065,91793,C0,brotli5,262144,2294,2617,100.16965991593428
kent,18,42065,91793,C1,gzip6,262144,3227,3632,72.1762114537445
kent,18,42065,91793,C1,zstd3,262144,2944,3073,85.30556459485844
kent,18,42065,91793,C1,brotli5,262144,2253,2559,102.44001563110591
kent,18,42065,91793,flags,gzip6,262144,1869,1869,140.258962011771
kent,18,42065,91793,flags,zstd3,262144,1567,2308,113.58058925476602
kent,18,42065,91793,flags,brotli5,262144,643,686,382.134110787172
kent,18,42065,91793,provenance,gzip6,262144,1824,1737,150.91767415083478
kent,18,42065,91793,provenance,zstd3,262144,2308,1574,166.5463786531131
kent,18,42065,91793,provenance,brotli5,262144,665,672,390.0952380952381
kent,18,42061,91794,G,gzip6,262144,6941,7781,33.69027117337103
kent,18,42061,91794,G,zstd3,262144,8587,11704,22.39781271360219
kent,18,42061,91794,G,brotli5,262144,5793,9272,28.272648835202762
kent,18,42061,91794,B,gzip6,262144,1481,1255,208.8796812749004
kent,18,42061,91794,B,zstd3,262144,811,490,534.9877551020409
kent,18,42061,91794,B,brotli5,262144,225,333,787.2192192192192
kent,18,42061,91794,C0,gzip6,262144,3805,4261,61.52170851912697
kent,18,42061,91794,C0,zstd3,262144,3611,3901,67.19917969751346
kent,18,42061,91794,C0,brotli5,262144,2653,3075,85.25008130081301
kent,18,42061,91794,C1,gzip6,262144,3889,4349,60.27684525178202
kent,18,42061,91794,C1,zstd3,262144,3600,3798,69.02159031068983
kent,18,42061,91794,C1,brotli5,262144,2726,3020,86.80264900662252
kent,18,42061,91794,flags,gzip6,262144,2174,2265,115.73686534216336
kent,18,42061,91794,flags,zstd3,262144,2974,2342,111.93168232280102
kent,18,42061,91794,flags,brotli5,262144,684,854,306.96018735363
kent,18,42061,91794,provenance,gzip6,262144,2226,2147,122.09781089892874
kent,18,42061,91794,provenance,zstd3,262144,2449,1990,131.73065326633167
kent,18,42061,91794,provenance,brotli5,262144,693,848,309.1320754716981
kent,18,42062,91794,G,gzip6,262144,5460,6472,40.504326328800985
kent,18,42062,91794,G,zstd3,262144,6864,9383,27.9381860812107
kent,18,42062,91794,G,brotli5,262144,4088,7175,36.53574912891986
kent,18,42062,91794,B,gzip6,262144,1561,1451,180.6643694004135
kent,18,42062,91794,B,zstd3,262144,852,568,461.5211267605634
kent,18,42062,91794,B,brotli5,262144,287,403,650.4813895781638
kent,18,42062,91794,C0,gzip6,262144,2834,3019,86.83140112620073
kent,18,42062,91794,C0,zstd3,262144,2498,2693,97.34274043817304
kent,18,42062,91794,C0,brotli5,262144,1895,2124,123.41996233521657
kent,18,42062,91794,C1,gzip6,262144,2934,3116,84.12836970474967
kent,18,42062,91794,C1,zstd3,262144,2566,2611,100.39984680199157
kent,18,42062,91794,C1,brotli5,262144,1989,2074,126.3953712632594
kent,18,42062,91794,flags,gzip6,262144,1963,2208,118.72463768115942
kent,18,42062,91794,flags,zstd3,262144,2176,2320,112.99310344827586
kent,18,42062,91794,flags,brotli5,262144,953,754,347.6710875331565
kent,18,42062,91794,provenance,gzip6,262144,2082,2157,121.53175707000463
kent,18,42062,91794,provenance,zstd3,262144,2145,1816,144.352422907489
kent,18,42062,91794,provenance,brotli5,262144,990,768,341.3333333333333
kent,18,42063,91794,G,gzip6,262144,5589,6658,39.37278462000601
kent,18,42063,91794,G,zstd3,262144,7082,9109,28.77857064441761
kent,18,42063,91794,G,brotli5,262144,4307,7202,36.39877811718967
kent,18,42063,91794,B,gzip6,262144,1197,1094,239.6197440585009
kent,18,42063,91794,B,zstd3,262144,988,387,677.374677002584
kent,18,42063,91794,B,brotli5,262144,161,206,1272.5436893203882
kent,18,42063,91794,C0,gzip6,262144,4579,4761,55.06070153329132
kent,18,42063,91794,C0,zstd3,262144,4192,4356,60.17998163452709
kent,18,42063,91794,C0,brotli5,262144,3232,3493,75.0483824792442
kent,18,42063,91794,C1,gzip6,262144,4554,4945,53.011931243680486
kent,18,42063,91794,C1,zstd3,262144,4259,4174,62.80402491614758
kent,18,42063,91794,C1,brotli5,262144,3266,3355,78.13532041728763
kent,18,42063,91794,flags,gzip6,262144,2230,2132,122.95684803001876
kent,18,42063,91794,flags,zstd3,262144,1859,1792,146.28571428571428
kent,18,42063,91794,flags,brotli5,262144,700,784,334.3673469387755
kent,18,42063,91794,provenance,gzip6,262144,2351,1960,133.74693877551022
kent,18,42063,91794,provenance,zstd3,262144,2810,1828,143.40481400437636
kent,18,42063,91794,provenance,brotli5,262144,721,789,332.2484157160963
kent,18,42064,91794,G,gzip6,262144,6598,7232,36.24778761061947
kent,18,42064,91794,G,zstd3,262144,9559,10437,25.11679601418032
kent,18,42064,91794,G,brotli5,262144,5696,8951,29.28656016087588
kent,18,42064,91794,B,gzip6,262144,1056,987,265.596757852077
kent,18,42064,91794,B,zstd3,262144,436,295,888.6237288135593
kent,18,42064,91794,B,brotli5,262144,148,216,1213.6296296296296
kent,18,42064,91794,C0,gzip6,262144,4395,4537,57.779149217544635
kent,18,42064,91794,C0,zstd3,262144,4244,3984,65.79919678714859
kent,18,42064,91794,C0,brotli5,262144,3133,3314,79.10199155099578
kent,18,42064,91794,C1,gzip6,262144,4483,4738,55.327986492190796
kent,18,42064,91794,C1,zstd3,262144,4352,3987,65.74968648106345
kent,18,42064,91794,C1,brotli5,262144,3192,3265,80.28912710566615
kent,18,42064,91794,flags,gzip6,262144,2260,2002,130.94105894105894
kent,18,42064,91794,flags,zstd3,262144,2191,1876,139.73560767590618
kent,18,42064,91794,flags,brotli5,262144,487,559,468.9516994633274
kent,18,42064,91794,provenance,gzip6,262144,1951,1921,136.46225923997918
kent,18,42064,91794,provenance,zstd3,262144,1427,1518,172.69038208168644
kent,18,42064,91794,provenance,brotli5,262144,524,551,475.7604355716878
kent,18,42065,91794,G,gzip6,262144,7311,7935,33.036420919974795
kent,18,42065,91794,G,zstd3,262144,9722,12409,21.125312273349987
kent,18,42065,91794,G,brotli5,262144,5902,9608,27.283930058284763
kent,18,42065,91794,B,gzip6,262144,1297,1200,218.45333333333335
kent,18,42065,91794,B,zstd3,262144,1279,513,511.00194931773876
kent,18,42065,91794,B,brotli5,262144,253,351,746.8490028490029
kent,18,42065,91794,C0,gzip6,262144,3732,3988,65.73319959879639
kent,18,42065,91794,C0,zstd3,262144,3179,3613,72.55577082756712
kent,18,42065,91794,C0,brotli5,262144,2504,2806,93.42266571632217
kent,18,42065,91794,C1,gzip6,262144,3876,4184,62.653919694072655
kent,18,42065,91794,C1,zstd3,262144,3334,3575,73.326993006993
kent,18,42065,91794,C1,brotli5,262144,2607,2862,91.59468902865129
kent,18,42065,91794,flags,gzip6,262144,2000,2096,125.06870229007633
kent,18,42065,91794,flags,zstd3,262144,2184,1721,152.3207437536316
kent,18,42065,91794,flags,brotli5,262144,527,745,351.8711409395973
kent,18,42065,91794,provenance,gzip6,262144,1826,1883,139.21614445034518
kent,18,42065,91794,provenance,zstd3,262144,2345,1553,168.79845460399227
kent,18,42065,91794,provenance,brotli5,262144,528,740,354.24864864864867
kent,18,42061,91795,G,gzip6,262144,6675,7430,35.281830417227454
kent,18,42061,91795,G,zstd3,262144,7726,11529,22.73779165582444
kent,18,42061,91795,G,brotli5,262144,5165,9113,28.765938768791838
kent,18,42061,91795,B,gzip6,262144,1734,1614,162.4188351920694
kent,18,42061,91795,B,zstd3,262144,2019,713,367.6633941093969
kent,18,42061,91795,B,brotli5,262144,399,535,489.988785046729
kent,18,42061,91795,C0,gzip6,262144,5511,5892,44.49151391717583
kent,18,42061,91795,C0,zstd3,262144,4968,5554,47.19913575801225
kent,18,42061,91795,C0,brotli5,262144,3885,4413,59.402673917969636
kent,18,42061,91795,C1,gzip6,262144,5456,5918,44.29604596147347
kent,18,42061,91795,C1,zstd3,262144,4891,5349,49.00803888577304
kent,18,42061,91795,C1,brotli5,262144,3892,4251,61.66643142789932
kent,18,42061,91795,flags,gzip6,262144,2529,2614,100.28462127008416
kent,18,42061,91795,flags,zstd3,262144,3988,2151,121.87075778707577
kent,18,42061,91795,flags,brotli5,262144,1022,1114,235.31777378815082
kent,18,42061,91795,provenance,gzip6,262144,2515,2502,104.77378097521982
kent,18,42061,91795,provenance,zstd3,262144,2652,1995,131.40050125313283
kent,18,42061,91795,provenance,brotli5,262144,811,1112,235.74100719424462
kent,18,42062,91795,G,gzip6,262144,6605,7507,34.919941388037834
kent,18,42062,91795,G,zstd3,262144,8809,10986,23.86164208993264
kent,18,42062,91795,G,brotli5,262144,5277,8948,29.296379079123827
kent,18,42062,91795,B,gzip6,262144,1692,1381,189.82186821144097
kent,18,42062,91795,B,zstd3,262144,1215,562,466.44839857651243
kent,18,42062,91795,B,brotli5,262144,253,322,814.111801242236
kent,18,42062,91795,C0,gzip6,262144,4683,4927,53.20560178607672
kent,18,42062,91795,C0,zstd3,262144,4290,4684,55.96584116140051
kent,18,42062,91795,C0,brotli5,262144,3360,3705,70.75411605937921
kent,18,42062,91795,C1,gzip6,262144,4764,5112,51.280125195618155
kent,18,42062,91795,C1,zstd3,262144,4342,4529,57.88120998012806
kent,18,42062,91795,C1,brotli5,262144,3423,3645,71.91879286694102
kent,18,42062,91795,flags,gzip6,262144,2379,2324,112.79862306368331
kent,18,42062,91795,flags,zstd3,262144,2351,2151,121.87075778707577
kent,18,42062,91795,flags,brotli5,262144,702,894,293.22595078299776
kent,18,42062,91795,provenance,gzip6,262144,2397,2220,118.08288288288288
kent,18,42062,91795,provenance,zstd3,262144,2464,2084,125.78886756238003
kent,18,42062,91795,provenance,brotli5,262144,845,896,292.57142857142856
kent,18,42063,91795,G,gzip6,262144,6976,7517,34.87348676333644
kent,18,42063,91795,G,zstd3,262144,8597,11751,22.30822908688622
kent,18,42063,91795,G,brotli5,262144,5646,8706,30.110728233402252
kent,18,42063,91795,B,gzip6,262144,1959,1586,165.28625472887768
kent,18,42063,91795,B,zstd3,262144,1450,659,397.7905918057663
kent,18,42063,91795,B,brotli5,262144,300,419,625.6420047732697
kent,18,42063,91795,C0,gzip6,262144,6261,6522,40.19380558111009
kent,18,42063,91795,C0,zstd3,262144,5850,6186,42.376980278047206
kent,18,42063,91795,C0,brotli5,262144,4477,4949,52.969084663568395
kent,18,42063,91795,C1,gzip6,262144,6235,6563,39.94270912692366
kent,18,42063,91795,C1,zstd3,262144,5846,5900,44.43118644067797
